Local Government Areas 2021 code,Local Government Areas 2021 name,Area in square kilometres,Uniform Resource Identifier,Usual Resident Population,IRSAD Score,IRSAD Rank within Australia,IRSAD Rank within Australia - Decile,IRSAD Rank within Australia - Percentile,IRSAD Rank within State or Territory,IRSAD Rank within State or Territory - Decile,IRSAD Rank within State or Territory - Percentile,IRSAD Minimum Score,IRSAD Maximum Score,IRSAD Per Cent of Usual Resident Population Without a Score,IRSD Score,IRSD Rank within Australia,IRSD Rank within Australia - Decile,IRSD Rank within Australia - Percentile,IRSD Rank within State or Territory,IRSD Rank within State or Territory - Decile,IRSD Rank within State or Territory - Percentile,IRSD Minimum Score,IRSD Maximum Score,IRSD Per Cent of Usual Resident Population Without a Score,IEO Score,IEO Rank within Australia,IEO Rank within Australia - Decile,IEO Rank within Australia - Percentile,IEO Rank within State or Territory,IEO Rank within State or Territory - Decile,IEO Rank within State or Territory - Percentile,IEO Minimum Score,IEO Maximum Score,IEO Per Cent of Usual Resident Population Without a Score,IER Score,IER Rank within Australia,IER Rank within Australia - Decile,IER Rank within Australia - Percentile,IER Rank within State or Territory,IER Rank within State or Territory - Decile,IER Rank within State or Territory - Percentile,IER Minimum Score,IER Maximum Score,IER Per Cent of Usual Resident Population Without a Score,globalid,Shape__Area,Shape__Length
24330,Maribyrnong,31.2258,https://linked.data.gov.au/dataset/asgsed3/LGA2021/24330,85209,1044.594148,478,9,88,62,8,77,830.8913366,1191.914884,7.04E-05,1009.717021,401,8,74,48,6,60,723.9413737,1133.964592,7.04E-05,1075.993892,491,9,90,67,9,83,914.0393957,1178.330634,7.04E-05,963.2073768,178,4,33,14,2,18,734.3881036,1122.517215,7.04E-05,02c0ad23-da30-4cd3-a3ff-b11d99741bbf,0.003194299,0.29103178
24410,Maroondah,61.4097,https://linked.data.gov.au/dataset/asgsed3/LGA2021/24410,115043,1034.655377,469,9,86,60,8,75,865.3154948,1153.43228,0.000226,1041.026734,474,9,87,63,8,78,835.8540498,1139.290491,0.000226,1042.00514,471,9,86,60,8,75,903.8913918,1136.478061,0.000226,1029.902629,465,9,85,63,8,78,853.994117,1188.527887,0.000226,aab44627-ebb2-4c49-91bf-91876673d6d7,0.006282769,0.390701376
24600,Melbourne,37.5452,https://linked.data.gov.au/dataset/asgsed3/LGA2021/24600,149615,1085.522115,509,10,93,73,10,91,586.0266908,1203.448201,0.02267152,1016.684788,414,8,76,50,7,62,335.9896683,1191.980954,0.02267152,1150.27395,529,10,97,78,10,97,790.82954,1290.941927,0.02186947,838.329863,42,1,8,1,1,2,450.428096,1110.076634,0.02267152,51c8aa89-aa6a-43d4-8970-846f3ef894c3,0.003841264,0.414391904
24650,Melton,527.5374,https://linked.data.gov.au/dataset/asgsed3/LGA2021/24650,178960,973.9039808,366,7,67,40,5,50,774.8864104,1127.787907,0.01293026,985.1878685,298,6,55,28,4,35,745.6874963,1161.787841,0.01293026,962.090444,355,7,65,32,4,40,709.7612259,1131.018186,0.01293026,1031.423888,469,9,86,66,9,82,791.6321406,1171.454141,0.01293026,53d7fa9b-3c34-4014-812b-8538ab729f3c,0.053890429,1.086546334
24780,Mildura,22081.9206,https://linked.data.gov.au/dataset/asgsed3/LGA2021/24780,56972,922.2651057,143,3,27,7,1,9,623.5098743,1107.691817,0.0003686,940.0018025,131,3,24,5,1,7,506.629936,1143.596808,0.0003686,923.1538185,189,4,35,9,2,12,704.2504616,1092.262105,0.0003686,952.2045244,140,3,26,8,1,10,653.6047522,1171.87863,0.0003686,86e53b0d-f560-4cde-a96b-c748500255d9,2.176987067,9.060018932
24850,Mitchell,2862.0837,https://linked.data.gov.au/dataset/asgsed3/LGA2021/24850,49460,968.230862,342,7,63,35,5,44,749.6766536,1108.089206,0,999.547638,363,7,67,38,5,47,706.2036947,1117.225017,0,944.958248,286,6,53,21,3,26,787.5458252,1092.645895,0,1030.104305,466,9,86,64,8,80,774.5957147,1165.184776,0,88dce91c-483b-4bc1-af6e-b12319a8ea96,0.29025223,4.266859162
24900,Moira,4045.9201,https://linked.data.gov.au/dataset/asgsed3/LGA2021/24900,30522,926.7433001,163,3,30,11,2,14,759.3182198,1055.477629,0,958.2606536,190,4,35,16,2,20,754.6919678,1091.318226,0,917.4306486,170,4,32,6,1,8,769.6684406,1083.93525,0,974.600323,233,5,43,27,4,34,813.2449622,1111.291047,0,e97a5a87-4950-4454-a647-c358f070fda4,0.404724175,5.853812735
24970,Monash,81.4829,https://linked.data.gov.au/dataset/asgsed3/LGA2021/24970,190397,1066.962401,499,10,92,68,9,84,824.671964,1173.939083,0.01281533,1042.308433,478,9,88,66,9,82,740.1019429,1133.645249,0.01281533,1085.767311,498,10,91,71,9,88,918.8423378,1235.918978,0.01269453,1016.079835,431,8,79,54,7,67,654.850063,1177.928512,0.01281533,2331dcea-c9c3-4fb0-8f9a-24055d839cf7,0.008346389,0.52107729
25060,Moonee Valley,43.1384,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25060,121851,1059.755144,489,9,90,66,9,82,496.7324294,1176.650173,0.00013131,1040.715483,472,9,87,62,8,77,266.5822651,1151.143598,0.00013131,1068.699929,485,9,89,63,8,78,711.9009693,1170.113214,0.00013131,1006.470012,396,8,73,49,7,61,442.6503088,1181.955306,0.00013131,17fe80f8-e8b7-4bc7-8e3f-ded77a82e582,0.0044103,0.395385938
25150,Moorabool,2110.5504,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25150,37632,987.1572238,399,8,73,46,6,57,807.3118251,1082.536515,0,1017.233908,415,8,76,51,7,63,792.9218864,1113.669974,0,969.4166929,372,7,68,38,5,47,873.8056323,1111.671078,0,1036.597471,477,9,88,67,9,83,845.3210785,1153.253212,0,b1ca9bfe-4bd1-415d-ad57-e57e0216243f,0.215431163,2.888920333
25250,Merri-bek,50.9522,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25250,171357,1049.419536,482,9,88,65,9,81,843.8348274,1157.281801,0.00015173,1026.530542,438,8,80,55,7,68,779.991782,1121.197696,0.00015173,1078.519562,493,9,90,68,9,84,906.4734132,1196.545415,0.00015173,969.2703827,203,4,38,21,3,26,790.2978668,1155.120322,0.00015173,e7ded286-ad62-411b-8ee2-d82eafa1e9c8,0.005207447,0.429650321
25340,Mornington Peninsula,723.992,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25340,168948,1016.208911,450,9,83,56,7,70,786.0441465,1175.910647,0.00023084,1037.538438,466,9,86,60,8,75,788.981825,1167.216592,0.00023084,1011.453436,448,9,82,56,7,70,793.2842562,1179.65772,0.00023084,1038.451575,486,9,89,70,9,87,790.6870333,1209.444175,0.00023084,1079608d-07c8-4a3e-a38c-518e8642ae84,0.074605911,2.199146116
25430,Mount Alexander,1529.6183,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25430,20253,986.7803982,398,8,73,45,6,56,902.1361667,1083.152006,0,1007.453034,391,8,72,47,6,59,883.4734636,1102.403457,0,1027.373547,461,9,85,58,8,72,919.6535567,1120.565987,0,992.7922371,339,7,62,40,5,50,848.9882233,1139.457315,0,2239ea05-8c83-4896-8f5b-07315c599d1e,0.154948184,2.671141287
25490,Moyne,5481.686,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25490,17374,998.4238392,422,8,78,53,7,66,828.2239911,1087.346757,0,1028.978572,449,9,82,58,8,72,768.4750973,1109.348464,0,995.540156,427,8,78,51,7,63,861.5823085,1146.193285,0,1036.809393,479,9,88,68,9,84,913.4043604,1165.39351,0.00368367,06aabbd2-4dde-413a-875c-d40507926214,0.563205072,5.298697187
25620,Murrindindi,3879.7505,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25620,15197,970.812613,356,7,65,37,5,46,849.6433567,1084.894637,0.00032901,1004.689869,382,7,70,43,6,54,886.1092807,1111.081564,0.00032901,969.5249742,373,7,69,39,5,49,858.4036176,1099.857301,0.00032901,1012.140524,421,8,77,53,7,66,883.7852967,1112.471303,0.00032901,5027e67e-01b5-4fc0-bfc7-55ab6e15b419,0.394344162,4.340356698
25710,Nillumbik,432.3373,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25710,62895,1088.097268,511,10,94,74,10,92,977.4999392,1162.817729,0,1092.873619,535,10,98,80,10,99,999.8136792,1148.749024,0,1073.810504,489,9,90,65,9,81,954.2709423,1179.974403,0,1110.831865,544,10,100,80,10,99,926.3331577,1194.864457,0,8fc96837-f620-443e-b187-50d0fc96fe5e,0.044124301,1.534927666
25810,Northern Grampians,5729.8765,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25810,11948,920.6550335,137,3,26,6,1,8,827.5696395,1059.119474,0,951.3008393,166,4,31,12,2,15,824.473453,1071.636828,0,915.9845343,164,3,30,5,1,7,820.6080726,1100.096738,0,959.1115999,161,3,30,12,2,15,836.5261044,1077.582206,0,fb3a1ee2-23b2-471c-9b73-0df730ca202d,0.578889774,5.876241549
25900,Port Phillip,20.6141,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25900,101942,1105.734658,519,10,95,76,10,94,734.7645599,1190.641821,4.9E-05,1061.015673,503,10,92,72,9,89,582.1143981,1138.872515,4.9E-05,1143.735677,527,10,97,76,10,94,913.1011145,1206.604421,4.9E-05,954.0259872,144,3,27,9,2,12,569.2290396,1109.761405,4.9E-05,67fb1fb6-a242-4ac3-837b-3c63d326f266,0.002110368,0.317319125
25990,Pyrenees,3434.5687,https://linked.data.gov.au/dataset/asgsed3/LGA2021/25990,7671,929.2570974,176,4,33,14,2,18,845.4948814,1067.633367,0.00260722,958.6908796,192,4,36,17,3,21,875.2503572,1083.084095,0.00260722,933.7459786,238,5,44,14,2,18,841.0100087,1079.058093,0.00260722,981.755887,270,5,50,30,4,38,906.4237526,1073.62056,0.00260722,f3229e8b-9fde-4f8e-bd0d-7177152a196a,0.349124753,3.997402924
26080,Queenscliffe,8.6166,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26080,3276,1067.199476,500,10,92,69,9,86,1025.5515,1131.659111,0,1082.243248,527,10,97,75,10,93,1056.239779,1137.030106,0,1089.183732,500,10,92,72,9,89,1039.850222,1187.458763,0,1029.382249,462,9,85,61,8,76,1000.387717,1067.049886,0,4657db74-c5bf-43b3-abc8-8fdaddbf219f,0.000887013,0.381777521
26170,South Gippsland,3296.3307,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26170,30577,965.9906565,335,7,62,34,5,42,796.3794416,1064.81736,0.00052327,1002.588744,372,7,68,40,5,50,802.6770131,1087.098048,0.00052327,965.5121765,366,7,67,37,5,46,830.8589191,1119.054777,0,1009.730386,409,8,75,51,7,63,839.016425,1139.48061,0.00052327,dc8e8aaf-e4f3-47f3-b54e-d8e4e1b763fd,0.340980286,6.070737979
26260,Southern Grampians,6654.0186,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26260,16588,961.5382901,317,6,58,32,4,40,829.0817959,1096.165711,0.00018085,993.7303903,339,7,62,35,5,44,809.1529365,1133.736546,0.00018085,964.4205783,359,7,66,33,5,41,805.7233758,1146.193285,0.00018085,986.0092885,302,6,56,36,5,45,818.5646098,1121.545736,0.00018085,54aaa8a3-74de-4b55-a58a-e6a2c0461bc7,0.678338757,5.289691407
26350,Stonnington,25.651,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26350,104703,1129.989129,532,10,98,79,10,98,637.4988616,1202.711838,2.87E-05,1084.476004,529,10,97,76,10,94,417.2889859,1150.723728,2.87E-05,1158.174559,533,10,98,80,10,99,809.0810964,1236.73852,2.87E-05,991.6461359,331,7,61,38,5,47,513.5501754,1189.850846,2.87E-05,303e4896-9372-4cc9-88f3-ab2d20cad2d8,0.002626207,0.307390979
26430,Strathbogie,3303.2568,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26430,11455,954.1825635,282,6,52,25,4,31,849.4903237,1067.264618,0.00078568,981.9917555,286,6,53,25,4,31,859.3438513,1080.861091,0.00078568,965.1343355,364,7,67,36,5,45,852.4970996,1092.645895,0.00078568,985.0476835,294,6,54,34,5,42,884.9855153,1066.962986,0.00078568,c64c25ea-f473-45a2-95c1-e4e430cf43eb,0.333366155,3.953889129
26490,Surf Coast,1552.944,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26490,37694,1075.791801,505,10,93,72,9,89,925.2083457,1163.198334,0,1086.196967,530,10,97,77,10,96,950.2432854,1145.335718,0,1073.670383,488,9,90,64,8,80,917.2902108,1185.345457,0,1076.439881,528,10,97,78,10,97,968.0020733,1182.692421,0,4e3f3c59-0735-4fee-9885-2d2c669d4a34,0.159963546,2.317789194
26610,Swan Hill,6115.5373,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26610,21403,927.0698076,165,4,31,12,2,15,742.758528,1050.481988,0,940.6167909,134,3,25,7,1,9,665.6226473,1093.810224,0,920.6813737,183,4,34,7,1,9,766.2550585,1093.692663,0,951.630153,135,3,25,7,1,9,750.5365562,1134.100381,0,dc4381f6-d3a4-4b24-8581-a9e74702094f,0.604730827,6.646715003
26670,Towong,6675.1725,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26670,6223,968.3370011,343,7,63,36,5,45,859.4035146,1042.902441,0,1000.769071,368,7,68,39,5,49,892.6438125,1084.466108,0,970.0044376,375,7,69,40,5,50,846.609625,1065.372346,0,1006.602708,399,8,73,50,7,62,890.6768658,1110.843962,0,527dd4ac-7348-4ed7-9c4c-3e503320dedb,0.670190889,5.512987036
26700,Wangaratta,3645.1096,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26700,29808,956.582454,289,6,53,27,4,34,719.8164193,1088.736257,0,988.3513064,312,6,57,30,4,38,708.5908613,1126.216261,0,959.4817048,344,7,63,29,4,36,784.4909224,1118.388133,0,987.7016167,309,6,57,37,5,46,758.237934,1149.954995,0,fbce394d-5162-4349-a648-045a1db158e5,0.367056683,4.08117057
26730,Warrnambool,120.9487,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26730,35406,961.073322,312,6,57,31,4,39,617.5027513,1110.497867,0.00076258,994.9477931,347,7,64,37,5,46,560.4506434,1132.128715,0.00076258,957.0102432,329,7,61,26,4,33,730.2831872,1091.017242,0.00076258,982.0992819,274,6,51,31,4,39,674.1938521,1165.39351,0.00076258,c725cef6-9ab0-4710-b6ed-1f0277aebde0,0.012468529,0.715800857
26810,Wellington,10817.4231,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26810,45639,942.6792544,229,5,42,21,3,26,742.4158819,1070.582006,0.02410219,972.9694388,249,5,46,22,3,28,741.9606533,1119.85087,0.02410219,937.3551932,251,5,46,15,2,19,780.8558159,1125.212371,0.02359824,985.3290676,297,6,55,35,5,44,752.2996945,1138.339553,0.02410219,58670238-4a90-495f-bff3-0c78f6771f8f,1.108047601,12.10594729
26890,West Wimmera,9108.6794,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26890,4006,971.1690792,360,7,66,39,5,49,847.5870937,1077.142587,0,991.0072971,326,6,60,33,5,41,853.5335096,1148.014993,0,987.0850327,408,8,75,47,6,59,886.0079901,1082.896065,0,1002.9879,382,7,70,46,6,57,909.2336705,1091.790313,0,616c5983-fb79-43ec-8138-3327a64e39fa,0.9183064,6.077849433
26980,Whitehorse,64.2801,https://linked.data.gov.au/dataset/asgsed3/LGA2021/26980,169346,1067.255885,501,10,92,70,9,87,817.6827957,1164.734269,0.00213173,1042.697471,479,9,88,67,9,83,701.1520389,1134.36468,0.00213173,1093.071363,503,10,92,73,10,91,956.1493912,1175.799266,0.00213173,1011.403789,418,8,77,52,7,65,653.3198422,1150.064351,1.77E-05,d490b10e-f099-4504-8a3f-8e48a7deb29e,0.006578375,0.401704373
27070,Whittlesea,489.6938,https://linked.data.gov.au/dataset/asgsed3/LGA2021/27070,229396,980.8227931,381,7,70,41,6,51,849.8740082,1102.921618,0.00320843,989.6036133,320,6,59,31,4,39,772.3977146,1120.806628,0.00320843,979.8830156,397,8,73,44,6,55,819.1355835,1113.884635,0.00320843,1017.632687,435,8,80,55,7,68,833.4729164,1169.877311,0.00320843,9c341e07-f519-4b3f-8ef0-aaa435c61570,0.049928138,1.417310456
27170,Wodonga,433.0021,https://linked.data.gov.au/dataset/asgsed3/LGA2021/27170,43253,947.0115984,247,5,46,23,3,29,624.5830701,1100.583524,0.01567521,973.0740152,250,5,46,23,3,29,523.9228374,1122.947411,0.01567521,948.1818476,302,6,56,24,3,30,743.6923571,1081.611334,0.0151897,980.5129836,266,5,49,29,4,36,640.3460359,1160.894807,0.01567521,92059e87-079f-4dde-afb4-577e09449e37,0.043362241,1.548574787
27260,Wyndham,542.0943,https://linked.data.gov.au/dataset/asgsed3/LGA2021/27260,292011,1004.37918,435,8,80,54,7,67,496.9608294,1153.808451,0.00353411,1005.516265,385,8,71,44,6,55,354.0774663,1144.280796,0.00353411,1007.373624,442,9,81,53,7,66,689.8294679,1163.364931,0.0034485,1026.223533,457,9,84,58,8,72,616.3750521,1220.441421,0.00353411,116ac45c-0e76-4dbf-b02f-e513e9d42a88,0.055520346,1.29398612
27350,Yarra,19.5421,https://linked.data.gov.au/dataset/asgsed3/LGA2021/27350,90114,1107.861254,521,10,96,77,10,96,519.0034785,1201.277512,0.00017755,1045.741429,489,9,90,69,9,86,299.4488488,1151.436123,0.00017755,1148.531194,528,10,97,77,10,96,688.4015834,1241.705179,0.00017755,942.0309371,105,2,20,4,1,5,484.8341206,1097.914901,0.00017755,d1fb9b49-c364-4621-bf8f-c47646cf78cd,0.00199917,0.419874922
27450,Yarra Ranges,2468.2052,https://linked.data.gov.au/dataset/asgsed3/LGA2021/27450,156068,1014.133403,448,9,82,55,7,68,856.6111828,1158.757443,0.00048697,1041.249719,475,9,87,64,8,80,878.3231601,1150.6405,0.00048697,1000.873962,432,8,79,52,7,65,860.8848772,1145.695312,0.00029474,1054.464592,511,10,94,74,10,92,854.8363297,1197.754796,0.00048697,596ba581-1bbc-43bf-ae09-88c761f7dfbb,0.25221352,3.668577212
27630,Yarriambiack,7325.797,https://linked.data.gov.au/dataset/asgsed3/LGA2021/27630,6556,923.0242366,149,3,28,9,2,12,830.4819585,1091.861036,0,945.9260556,149,3,28,10,2,13,820.2213135,1092.612694,0,945.0320757,289,6,53,22,3,28,851.6829361,1114.09534,0,958.4682736,158,3,29,10,2,13,861.6648753,1072.078466,0,1fde23f5-d38d-40cb-a72f-bf3feea45716,0.732179421,5.443920888
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
